fecha_corte,centro_logistico,producto_id,categoria,subcategoria,stock_unidades,valor_inventario_cop
2023-01-31,Barranquilla,24,Herramientas Industriales,Sierras,123,43284415
2023-01-31,Barranquilla,106,Tecnología y Seguridad,DVR,153,87900027
2023-01-31,Barranquilla,68,Repuestos Automotrices,Filtros,135,130625223
2023-01-31,Barranquilla,27,Herramientas Industriales,Compresores,151,151195843
2023-01-31,Barranquilla,49,Equipos Eléctricos,Cables,176,89211429
2023-01-31,Barranquilla,105,Tecnología y Seguridad,DVR,88,2197019
2023-01-31,Barranquilla,155,Materiales de Construcción,Impermeabilizantes,32,27488602
2023-01-31,Barranquilla,74,Repuestos Automotrices,Frenos,83,53671864
2023-01-31,Barranquilla,30,Herramientas Industriales,Compresores,87,6169528
2023-01-31,Barranquilla,101,Tecnología y Seguridad,Cámaras,77,48625869
2023-01-31,Barranquilla,33,Equipos Eléctricos,Transformadores,161,50385821
2023-01-31,Barranquilla,16,Herramientas Industriales,Llaves,147,93074546
2023-01-31,Barranquilla,87,Repuestos Automotrices,Lubricantes,187,102590105
2023-01-31,Barranquilla,82,Repuestos Automotrices,Lubricantes,85,58392121
2023-01-31,Barranquilla,154,Materiales de Construcción,Impermeabilizantes,182,98481105
2023-01-31,Barranquilla,41,Equipos Eléctricos,Breakers,108,105164583
2023-01-31,Barranquilla,3,Herramientas Industriales,Taladros,142,26702655
2023-01-31,Barranquilla,135,Materiales de Construcción,Adhesivos,32,13372597
2023-01-31,Barranquilla,134,Materiales de Construcción,Adhesivos,0,0
2023-01-31,Barranquilla,19,Herramientas Industriales,Sierras,128,44437504
2023-01-31,Barranquilla,148,Materiales de Construcción,Aislantes,123,19432061
2023-01-31,Barranquilla,144,Materiales de Construcción,Tuberías,177,85069896
2023-01-31,Barranquilla,64,Equipos Eléctricos,Tableros,64,51953778
2023-01-31,Barranquilla,9,Herramientas Industriales,Llaves,133,44487249
2023-01-31,Barranquilla,7,Herramientas Industriales,Taladros,158,136679180
2023-01-31,Barranquilla,48,Equipos Eléctricos,Breakers,157,121917401
2023-01-31,Barranquilla,46,Equipos Eléctricos,Breakers,182,23974884
2023-01-31,Barranquilla,47,Equipos Eléctricos,Breakers,26,20875044
2023-01-31,Barranquilla,113,Tecnología y Seguridad,Sensores,129,40290271
2023-01-31,Barranquilla,58,Equipos Eléctricos,Tableros,236,154293279
2023-01-31,Barranquilla,112,Tecnología y Seguridad,DVR,102,12347359
2023-01-31,Barranquilla,100,Tecnología y Seguridad,Cámaras,93,87975219
2023-01-31,Cali,143,Materiales de Construcción,Tuberías,118,77482634
2023-01-31,Cali,108,Tecnología y Seguridad,DVR,160,110368939
2023-01-31,Cali,83,Repuestos Automotrices,Lubricantes,161,17866555
2023-01-31,Cali,11,Herramientas Industriales,Llaves,133,91976283
2023-01-31,Cali,37,Equipos Eléctricos,Transformadores,156,3938063
2023-01-31,Cali,62,Equipos Eléctricos,Tableros,160,50802541
2023-01-31,Cali,127,Tecnología y Seguridad,Control de acceso,126,107553639
2023-01-31,Cali,72,Repuestos Automotrices,Filtros,125,64529891
2023-01-31,Cali,5,Herramientas Industriales,Taladros,91,52741626
2023-01-31,Cali,135,Materiales de Construcción,Adhesivos,95,35014437
2023-01-31,Cali,47,Equipos Eléctricos,Breakers,0,0
2023-01-31,Cali,68,Repuestos Automotrices,Filtros,55,52583577
2023-01-31,Cali,24,Herramientas Industriales,Sierras,61,20496027
2023-01-31,Cali,82,Repuestos Automotrices,Lubricantes,246,167621229
2023-01-31,Cali,122,Tecnología y Seguridad,Control de acceso,54,52094038
2023-01-31,Cali,78,Repuestos Automotrices,Frenos,93,98667536
2023-01-31,Cali,115,Tecnología y Seguridad,Sensores,120,114558478
2023-01-31,Cali,1,Herramientas Industriales,Taladros,86,36708425
2023-01-31,Cali,48,Equipos Eléctricos,Breakers,122,99095285
2023-01-31,Cali,26,Herramientas Industriales,Compresores,103,99732591
2023-01-31,Cali,86,Repuestos Automotrices,Lubricantes,78,58143657
2023-01-31,Cali,92,Repuestos Automotrices,Bujías,73,65166620
2023-01-31,Cali,160,Materiales de Construcción,Impermeabilizantes,168,30473270
2023-01-31,Cali,45,Equipos Eléctricos,Breakers,219,186887408
2023-01-31,Cali,107,Tecnología y Seguridad,DVR,218,156562548
2023-01-31,Cali,75,Repuestos Automotrices,Frenos,159,10682798
2023-01-31,Cali,89,Repuestos Automotrices,Bujías,200,139657710
2023-01-31,Cali,157,Materiales de Construcción,Impermeabilizantes,136,6520744
2023-01-31,Cali,12,Herramientas Industriales,Llaves,116,36982580
2023-01-31,Cali,131,Materiales de Construcción,Adhesivos,119,72687651
2023-01-31,Cali,128,Tecnología y Seguridad,Control de acceso,144,28843882
2023-01-31,Cali,21,Herramientas Industriales,Sierras,103,16024301
2023-01-31,Cali,155,Materiales de Construcción,Impermeabilizantes,143,114919098
2023-01-31,Cali,55,Equipos Eléctricos,Cables,112,27079531
2023-01-31,Cali,77,Repuestos Automotrices,Frenos,193,29882880
2023-01-31,Cali,60,Equipos Eléctricos,Tableros,29,25050364
2023-01-31,Cali,130,Materiales de Construcción,Adhesivos,0,0
2023-01-31,Cali,29,Herramientas Industriales,Compresores,134,14497602
2023-01-31,Cali,136,Materiales de Construcción,Adhesivos,130,113741750
2023-01-31,Cali,85,Repuestos Automotrices,Lubricantes,164,10715190
2023-01-31,Cali,137,Materiales de Construcción,Tuberías,130,120388797
2023-01-31,Cali,147,Materiales de Construcción,Aislantes,66,59110778
2023-01-31,Cali,119,Tecnología y Seguridad,Sensores,102,33207827
2023-01-31,Cali,106,Tecnología y Seguridad,DVR,110,65535135
2023-01-31,Cali,76,Repuestos Automotrices,Frenos,139,142231628
2023-01-31,Cali,56,Equipos Eléctricos,Cables,163,48198266
2023-01-31,Cali,105,Tecnología y Seguridad,DVR,89,2442101
2023-01-31,Cali,154,Materiales de Construcción,Impermeabilizantes,63,32957842
2023-01-31,Cali,139,Materiales de Construcción,Tuberías,77,66195010
2023-01-31,Cali,70,Repuestos Automotrices,Filtros,38,14736777
2023-01-31,Cali,10,Herramientas Industriales,Llaves,55,23332479
2023-01-31,Cali,133,Materiales de Construcción,Adhesivos,114,104502728
2023-01-31,Cali,17,Herramientas Industriales,Sierras,188,15684597
2023-01-31,Cali,84,Repuestos Automotrices,Lubricantes,136,45832352
2023-01-31,Cali,2,Herramientas Industriales,Taladros,76,59774778
2023-01-31,Cali,28,Herramientas Industriales,Compresores,85,57507189
2023-01-31,Cali,142,Materiales de Construcción,Tuberías,155,60935030
2023-01-31,Cali,149,Materiales de Construcción,Aislantes,117,94208404
2023-01-31,Cali,65,Repuestos Automotrices,Filtros,28,737737
2023-01-31,Cali,33,Equipos Eléctricos,Transformadores,82,24096673
2023-02-28,Bogotá,135,Materiales de Construcción,Adhesivos,100,36682071
2023-02-28,Bogotá,131,Materiales de Construcción,Adhesivos,93,64904145
2023-02-28,Bogotá,157,Materiales de Construcción,Impermeabilizantes,38,1894673
2023-02-28,Bogotá,78,Repuestos Automotrices,Frenos,184,202886350
2023-02-28,Bogotá,49,Equipos Eléctricos,Cables,180,91580833
2023-02-28,Bogotá,97,Tecnología y Seguridad,Cámaras,125,117831562
2023-02-28,Bogotá,29,Herramientas Industriales,Compresores,0,0
2023-02-28,Bogotá,125,Tecnología y Seguridad,Control de acceso,238,245201271
2023-02-28,Bogotá,51,Equipos Eléctricos,Cables,72,4056261
2023-02-28,Bogotá,33,Equipos Eléctricos,Transformadores,121,37842850
2023-02-28,Bogotá,36,Equipos Eléctricos,Transformadores,77,65781842
2023-02-28,Bogotá,37,Equipos Eléctricos,Transformadores,101,2658682
2023-02-28,Bogotá,107,Tecnología y Seguridad,DVR,200,128428504
2023-02-28,Bogotá,109,Tecnología y Seguridad,DVR,209,79661457
2023-02-28,Bogotá,120,Tecnología y Seguridad,Sensores,127,81228919
2023-02-28,Bogotá,59,Equipos Eléctricos,Tableros,157,124834107
2023-02-28,Bogotá,12,Herramientas Industriales,Llaves,63,20782490
2023-02-28,Bogotá,143,Materiales de Construcción,Tuberías,38,23933663
2023-02-28,Bogotá,113,Tecnología y Seguridad,Sensores,137,41719706
2023-02-28,Bogotá,45,Equipos Eléctricos,Breakers,148,138980025
2023-02-28,Bogotá,35,Equipos Eléctricos,Transformadores,152,15519368
2023-02-28,Bogotá,21,Herramientas Industriales,Sierras,81,10988405
2023-02-28,Bogotá,89,Repuestos Automotrices,Bujías,0,0
2023-02-28,Bogotá,39,Equipos Eléctricos,Transformadores,171,140570275
2023-02-28,Bogotá,31,Herramientas Industriales,Compresores,64,27550761
2023-02-28,Bogotá,108,Tecnología y Seguridad,DVR,122,98355505
2023-02-28,Bogotá,73,Repuestos Automotrices,Frenos,260,84604239
2023-02-28,Bogotá,142,Materiales de Construcción,Tuberías,199,74700061
2023-02-28,Bogotá,137,Materiales de Construcción,Tuberías,115,100110646
2023-02-28,Bogotá,67,Repuestos Automotrices,Filtros,219,30484909
2023-02-28,Bogotá,75,Repuestos Automotrices,Frenos,135,9913499
2023-02-28,Bogotá,150,Materiales de Construcción,Aislantes,116,79773844
2023-02-28,Bogotá,17,Herramientas Industriales,Sierras,56,4665319
2023-02-28,Bogotá,30,Herramientas Industriales,Compresores,115,7678146
2023-02-28,Bogotá,14,Herramientas Industriales,Llaves,0,0
2023-02-28,Bogotá,92,Repuestos Automotrices,Bujías,170,159661695
2023-02-28,Bogotá,93,Repuestos Automotrices,Bujías,69,20226983
2023-02-28,Bogotá,76,Repuestos Automotrices,Frenos,44,43434561
2023-02-28,Bogotá,11,Herramientas Industriales,Llaves,240,149003168
2023-02-28,Bogotá,114,Tecnología y Seguridad,Sensores,71,71983240
2023-02-28,Bogotá,123,Tecnología y Seguridad,Control de acceso,142,4877255
2023-02-28,Bogotá,112,Tecnología y Seguridad,DVR,148,17606383
2023-02-28,Bogotá,70,Repuestos Automotrices,Filtros,210,85257551
2023-02-28,Bogotá,146,Materiales de Construcción,Aislantes,218,11977831
2023-02-28,Bogotá,65,Repuestos Automotrices,Filtros,107,3212630
2023-02-28,Bogotá,139,Materiales de Construcción,Tuberías,162,137461742
2023-02-28,Bogotá,38,Equipos Eléctricos,Transformadores,96,65607904
2023-02-28,Bogotá,55,Equipos Eléctricos,Cables,154,41952012
2023-02-28,Bogotá,145,Materiales de Construcción,Aislantes,148,48204557
2023-02-28,Bogotá,103,Tecnología y Seguridad,Cámaras,54,31774651
2023-02-28,Bogotá,86,Repuestos Automotrices,Lubricantes,147,97865746
2023-02-28,Bogotá,64,Equipos Eléctricos,Tableros,116,91437193
2023-02-28,Bogotá,41,Equipos Eléctricos,Breakers,29,27418480
2023-02-28,Bogotá,132,Materiales de Construcción,Adhesivos,127,20522154
2023-02-28,Bogotá,151,Materiales de Construcción,Aislantes,130,10121904
2023-02-28,Bogotá,156,Materiales de Construcción,Impermeabilizantes,66,30076899
2023-02-28,Bogotá,15,Herramientas Industriales,Llaves,104,68280425
2023-02-28,Bogotá,50,Equipos Eléctricos,Cables,122,6023219
2023-02-28,Bogotá,152,Materiales de Construcción,Aislantes,230,123738119
2023-02-28,Bogotá,22,Herramientas Industriales,Sierras,140,7347648
2023-02-28,Barranquilla,28,Herramientas Industriales,Compresores,79,50688109
2023-02-28,Barranquilla,133,Materiales de Construcción,Adhesivos,66,56453951
2023-02-28,Barranquilla,27,Herramientas Industriales,Compresores,29,29354410
2023-02-28,Barranquilla,14,Herramientas Industriales,Llaves,189,44725866
2023-02-28,Barranquilla,147,Materiales de Construcción,Aislantes,163,147391062
2023-02-28,Barranquilla,59,Equipos Eléctricos,Tableros,225,199417348
2023-02-28,Barranquilla,151,Materiales de Construcción,Aislantes,188,12900825
2023-02-28,Barranquilla,39,Equipos Eléctricos,Transformadores,136,107695924
2023-02-28,Barranquilla,48,Equipos Eléctricos,Breakers,109,89906085
2023-02-28,Barranquilla,82,Repuestos Automotrices,Lubricantes,97,66734485
2023-02-28,Barranquilla,24,Herramientas Industriales,Sierras,0,0
2023-02-28,Barranquilla,139,Materiales de Construcción,Tuberías,49,38105574
2023-02-28,Barranquilla,98,Tecnología y Seguridad,Cámaras,208,80730524
2023-02-28,Barranquilla,58,Equipos Eléctricos,Tableros,93,59473836
2023-02-28,Barranquilla,115,Tecnología y Seguridad,Sensores,55,52997311
2023-02-28,Barranquilla,85,Repuestos Automotrices,Lubricantes,56,3634064
2023-02-28,Barranquilla,108,Tecnología y Seguridad,DVR,143,114429831
2023-02-28,Barranquilla,160,Materiales de Construcción,Impermeabilizantes,218,37301303
2023-02-28,Barranquilla,137,Materiales de Construcción,Tuberías,86,80272315
2023-02-28,Barranquilla,34,Equipos Eléctricos,Transformadores,99,16950200
2023-02-28,Barranquilla,110,Tecnología y Seguridad,DVR,157,101932689
2023-02-28,Barranquilla,54,Equipos Eléctricos,Cables,158,72787887
2023-02-28,Barranquilla,97,Tecnología y Seguridad,Cámaras,56,56626638
2023-02-28,Barranquilla,157,Materiales de Construcción,Impermeabilizantes,168,7745595
2023-02-28,Barranquilla,156,Materiales de Construcción,Impermeabilizantes,41,20637627
2023-02-28,Barranquilla,15,Herramientas Industriales,Llaves,109,64800370
2023-02-28,Barranquilla,155,Materiales de Construcción,Impermeabilizantes,87,77250497
2023-02-28,Barranquilla,76,Repuestos Automotrices,Frenos,295,269084113
2023-02-28,Barranquilla,53,Equipos Eléctricos,Cables,185,183629727
2023-02-28,Barranquilla,153,Materiales de Construcción,Impermeabilizantes,137,101332786
2023-02-28,Barranquilla,113,Tecnología y Seguridad,Sensores,167,49088563
2023-02-28,Barranquilla,75,Repuestos Automotrices,Frenos,100,6696370
2023-02-28,Barranquilla,5,Herramientas Industriales,Taladros,144,88681382
2023-02-28,Barranquilla,122,Tecnología y Seguridad,Control de acceso,146,140995804
2023-02-28,Barranquilla,134,Materiales de Construcción,Adhesivos,135,106374747
2023-02-28,Barranquilla,49,Equipos Eléctricos,Cables,110,65330116
2023-02-28,Barranquilla,66,Repuestos Automotrices,Filtros,150,69058493
2023-02-28,Barranquilla,118,Tecnología y Seguridad,Sensores,144,33273138
2023-02-28,Barranquilla,94,Repuestos Automotrices,Bujías,147,115728033
2023-02-28,Barranquilla,35,Equipos Eléctricos,Transformadores,220,20893142
2023-02-28,Barranquilla,81,Repuestos Automotrices,Lubricantes,95,37240460
2023-02-28,Barranquilla,23,Herramientas Industriales,Sierras,48,14005802
2023-02-28,Barranquilla,71,Repuestos Automotrices,Filtros,220,232709037
2023-02-28,Barranquilla,159,Materiales de Construcción,Impermeabilizantes,106,48187530
2023-02-28,Barranquilla,84,Repuestos Automotrices,Lubricantes,102,35225555
2023-02-28,Barranquilla,67,Repuestos Automotrices,Filtros,94,13326457
2023-02-28,Barranquilla,83,Repuestos Automotrices,Lubricantes,157,17805643
2023-02-28,Barranquilla,152,Materiales de Construcción,Aislantes,110,63466043
2023-02-28,Barranquilla,92,Repuestos Automotrices,Bujías,84,85788716
2023-02-28,Barranquilla,124,Tecnología y Seguridad,Control de acceso,76,35340457
2023-02-28,Barranquilla,144,Materiales de Construcción,Tuberías,100,46645936
2023-02-28,Barranquilla,21,Herramientas Industriales,Sierras,185,25364843
2023-02-28,Barranquilla,111,Tecnología y Seguridad,DVR,115,84591291
2023-02-28,Barranquilla,87,Repuestos Automotrices,Lubricantes,38,19593548
2023-02-28,Barranquilla,9,Herramientas Industriales,Llaves,81,28832987
2023-02-28,Barranquilla,3,Herramientas Industriales,Taladros,159,29424106
2023-02-28,Barranquilla,119,Tecnología y Seguridad,Sensores,70,21558756
2023-02-28,Barranquilla,109,Tecnología y Seguridad,DVR,51,17022915
2023-02-28,Barranquilla,73,Repuestos Automotrices,Frenos,0,0
2023-02-28,Barranquilla,2,Herramientas Industriales,Taladros,78,59131782
2023-02-28,Cali,33,Equipos Eléctricos,Transformadores,125,38274105
2023-02-28,Cali,117,Tecnología y Seguridad,Sensores,118,72240269
2023-02-28,Cali,52,Equipos Eléctricos,Cables,97,32042971
2023-02-28,Cali,129,Materiales de Construcción,Adhesivos,135,126264614
2023-02-28,Cali,126,Tecnología y Seguridad,Control de acceso,151,45619197
2023-02-28,Cali,54,Equipos Eléctricos,Cables,78,34708531
2023-02-28,Cali,110,Tecnología y Seguridad,DVR,147,95940096
2023-02-28,Cali,6,Herramientas Industriales,Taladros,213,8275883
2023-02-28,Cali,88,Repuestos Automotrices,Lubricantes,62,41883077
2023-02-28,Cali,30,Herramientas Industriales,Compresores,135,9642443
2023-02-28,Cali,3,Herramientas Industriales,Taladros,46,8694852
2023-02-28,Cali,43,Equipos Eléctricos,Breakers,125,41789590
2023-02-28,Cali,74,Repuestos Automotrices,Frenos,135,79285177
2023-02-28,Cali,49,Equipos Eléctricos,Cables,102,52213090
2023-02-28,Cali,146,Materiales de Construcción,Aislantes,36,1900940
2023-02-28,Cali,119,Tecnología y Seguridad,Sensores,147,48440621
2023-02-28,Cali,72,Repuestos Automotrices,Filtros,105,57106678
2023-02-28,Cali,24,Herramientas Industriales,Sierras,153,52841981
2023-02-28,Cali,38,Equipos Eléctricos,Transformadores,135,94781161
2023-02-28,Cali,140,Materiales de Construcción,Tuberías,69,53901735
2023-02-28,Cali,155,Materiales de Construcción,Impermeabilizantes,184,143536980
2023-02-28,Cali,92,Repuestos Automotrices,Bujías,79,70417085
2023-02-28,Cali,139,Materiales de Construcción,Tuberías,0,0
2023-02-28,Cali,48,Equipos Eléctricos,Breakers,75,59431591
2023-02-28,Cali,44,Equipos Eléctricos,Breakers,158,111378890
2023-02-28,Cali,147,Materiales de Construcción,Aislantes,78,62639973
2023-02-28,Cali,159,Materiales de Construcción,Impermeabilizantes,180,77158350
2023-02-28,Cali,124,Tecnología y Seguridad,Control de acceso,78,36690308
2023-02-28,Cali,19,Herramientas Industriales,Sierras,189,58843932
2023-02-28,Cali,98,Tecnología y Seguridad,Cámaras,43,15246739
2023-02-28,Cali,86,Repuestos Automotrices,Lubricantes,80,56683188
2023-02-28,Cali,123,Tecnología y Seguridad,Control de acceso,93,3230558
2023-02-28,Cali,37,Equipos Eléctricos,Transformadores,167,4662944
2023-02-28,Cali,1,Herramientas Industriales,Taladros,115,48228423
2023-02-28,Cali,157,Materiales de Construcción,Impermeabilizantes,88,4099880
2023-02-28,Cali,5,Herramientas Industriales,Taladros,183,116519463
2023-02-28,Cali,113,Tecnología y Seguridad,Sensores,87,23135186
2023-02-28,Cali,156,Materiales de Construcción,Impermeabilizantes,205,92722106
2023-02-28,Cali,101,Tecnología y Seguridad,Cámaras,71,44963056
2023-02-28,Cali,12,Herramientas Industriales,Llaves,139,43677366
2023-02-28,Cali,29,Herramientas Industriales,Compresores,165,17180210
2023-02-28,Cali,11,Herramientas Industriales,Llaves,136,80250445
2023-02-28,Cali,77,Repuestos Automotrices,Frenos,27,4241306
2023-02-28,Cali,100,Tecnología y Seguridad,Cámaras,103,91070925
2023-02-28,Cali,28,Herramientas Industriales,Compresores,70,43191330
2023-02-28,Cali,31,Herramientas Industriales,Compresores,101,41188952
2023-02-28,Cali,118,Tecnología y Seguridad,Sensores,111,22468073
2023-02-28,Cali,136,Materiales de Construcción,Adhesivos,58,47817720
2023-02-28,Cali,97,Tecnología y Seguridad,Cámaras,201,182427082
2023-02-28,Cali,122,Tecnología y Seguridad,Control de acceso,13,12175349
2023-02-28,Cali,42,Equipos Eléctricos,Breakers,89,30431699
2023-02-28,Cali,81,Repuestos Automotrices,Lubricantes,95,34503451
2023-02-28,Cali,105,Tecnología y Seguridad,DVR,119,3121144
2023-02-28,Cali,18,Herramientas Industriales,Sierras,100,92541024
2023-02-28,Cali,82,Repuestos Automotrices,Lubricantes,121,77421351
2023-02-28,Cali,80,Repuestos Automotrices,Frenos,89,24199896
2023-02-28,Cali,34,Equipos Eléctricos,Transformadores,171,29245827
2023-02-28,Cali,107,Tecnología y Seguridad,DVR,104,71985472
2023-02-28,Cali,64,Equipos Eléctricos,Tableros,128,116795616
2023-02-28,Cali,87,Repuestos Automotrices,Lubricantes,139,81122634
2023-03-31,Bogotá,91,Repuestos Automotrices,Bujías,96,38087370
2023-03-31,Bogotá,129,Materiales de Construcción,Adhesivos,140,140390214
2023-03-31,Bogotá,86,Repuestos Automotrices,Lubricantes,46,35193716
2023-03-31,Bogotá,32,Herramientas Industriales,Compresores,37,32936484
2023-03-31,Bogotá,96,Repuestos Automotrices,Bujías,100,11267770
2023-03-31,Bogotá,47,Equipos Eléctricos,Breakers,60,44014476
2023-03-31,Bogotá,88,Repuestos Automotrices,Lubricantes,164,106294036
2023-03-31,Bogotá,34,Equipos Eléctricos,Transformadores,181,31138054
2023-03-31,Bogotá,144,Materiales de Construcción,Tuberías,3,1516999
2023-03-31,Bogotá,21,Herramientas Industriales,Sierras,99,14395031
2023-03-31,Bogotá,158,Materiales de Construcción,Impermeabilizantes,199,169689396
2023-03-31,Bogotá,124,Tecnología y Seguridad,Control de acceso,27,11903158
2023-03-31,Bogotá,7,Herramientas Industriales,Taladros,177,145802725
2023-03-31,Bogotá,116,Tecnología y Seguridad,Sensores,48,41148966
